objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
Alien Frontiers: Expansion Pack #3,161121,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47889972,5.63111,7.31442,2.4444,0,1653,thing,Alien Frontiers: Expansion Pack #3,2,4,90,90,90,2015,"2,3,4",4,,,,,,,,expansion,,,,,
Alien Frontiers: Expansion Pack #4,161122,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47889974,5.62655,7.25583,2.375,0,1669,thing,Alien Frontiers: Expansion Pack #4,2,4,90,90,90,2015,"2,3,4",4,,,,,,,,expansion,,,,,
Alien Frontiers: Expansion Pack #5,161123,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47889979,5.62449,7.23777,2.2857,0,1654,thing,Alien Frontiers: Expansion Pack #5,2,4,90,90,90,2015,"2,3,4",4,,,,,,,,expansion,,,,,
Alien Frontiers: Expansion Pack #6,161124,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47889981,5.62025,7.24947,2.2857,0,1612,thing,Alien Frontiers: Expansion Pack #6,2,4,90,90,90,2015,"2,3,4",4,,,,,,,,expansion,,,,,
Alien Frontiers: Expansion Pack #7,171857,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47889987,5.59905,7.33008,2.25,0,1177,thing,Alien Frontiers: Expansion Pack #7,2,6,90,0,90,2015,"2,3,4,5,6",4,,,,,,,,expansion,,,,,
Alien Frontiers: Faction Pack #1,107407,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47064997,5.87245,7.34388,2.1875,0,2841,thing,Alien Frontiers: Faction Pack #1,2,5,90,90,90,2012,"3,4","3,4",10+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Alien Frontiers: Faction Pack #2,142647,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47065002,5.63158,7.46979,3,0,1541,thing,Alien Frontiers: Faction Pack #2,2,5,90,0,90,2014,,,,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Alien Frontiers: Faction Pack #3,142648,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47065036,5.62614,7.52382,2.4,0,1487,thing,Alien Frontiers: Faction Pack #3,2,5,90,0,90,2015,,,,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Alien Frontiers: Faction Pack #4,142649,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47065045,5.61955,7.55516,2.6,0,1437,thing,Alien Frontiers: Faction Pack #4,2,5,0,0,0,2014,,,,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Alien Frontiers: Factions,93193,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47064984,6.37626,7.61713,2.4789,0,5119,thing,Alien Frontiers: Factions,2,5,60,60,60,2012,"2,3,4","3,4",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Alien Frontiers: Outer Belt,70647,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47064989,5.83891,7.35873,2.6,0,2319,thing,Alien Frontiers: Outer Belt,2,6,60,60,60,2014,"2,3,4,5","3,4",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Alien Frontiers: Promo Pack 2017,218518,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47065114,5.55639,7.43099,3,0,732,thing,Alien Frontiers: Promo Pack 2017,2,6,90,90,90,2017,"2,3,4,5,6",4,10+,,,,,,,expansion,,,,,
Alien Wars,175742,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,53414297,5.515,5.74034,1.2,19322,402,thing,Alien Wars,2,6,10,10,10,2015,"2,3,4,5,6","4,6",6+,No necessary in-game text,,,,,,standalone,,,,,
All Manor of Evil,250355,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,95168683,5.59114,6.57541,2.2857,9253,721,thing,All Manor of Evil,1,5,45,45,30,2019,"1,3,4,5",1,,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
All Manor of Evil: Madness Stirs,265218,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,95168686,5.5202,6.68718,0,0,296,thing,All Manor of Evil: Madness Stirs,1,6,0,0,0,2019,,,,,,,,,,expansion,,,,,
Almanac: The Crystal Peaks,278784,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114762931,5.57323,7.1188,2,10373,456,thing,Almanac: The Crystal Peaks,2,4,90,90,60,2022,"2,3,4",3,10+,,,,,,,standalone,,,,,
Almanac: The Dragon Road,278783,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114762377,5.83843,7.16736,2.0556,4147,1298,thing,Almanac: The Dragon Road,2,4,90,90,60,2020,"2,3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Almanac: The Dragon Road – Merchant's Manifest,344566,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114759511,0,7.13636,0,0,149,thing,Almanac: The Dragon Road – Merchant's Manifest,2,4,90,90,60,2020,,,,,,,,,,expansion,,,,,
The Alpha,307832,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,77334273,5.70059,6.66301,1.3684,5916,1262,thing,The Alpha,3,6,45,45,20,2020,"3,4,5,6","4,5,6",6+,,,,,,,standalone,,,,,
Altar Quest: Ruins of Arkenspire,284246,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,119983967,5.6118,7.412,3.5,0,1554,thing,Altar Quest: Ruins of Arkenspire,1,4,90,90,30,2020,"1,2,3","1,2",,,,,,,,expansion,,,,,
Altar Quest: Stretch Goals,324631,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,119984006,5.65422,7.72286,3.4,0,1513,thing,Altar Quest: Stretch Goals,1,4,90,90,30,2020,"1,2,3,4","1,2,3",12+,,,,,,,expansion,,,,,
Altar Quest: The First Four Hero Pack,324632,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,119772053,5.59761,7.62353,3.5,0,1093,thing,Altar Quest: The First Four Hero Pack,1,4,90,90,30,2020,,,,,,,,,,expansion,,,,,
Alubari: A Nice Cup of Tea,228959,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,118528918,6.13564,7.17345,3.037,2343,2893,thing,Alubari: A Nice Cup of Tea,1,5,120,120,45,2019,"2,3,4,5","3,4",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Alubari: A Nice Cup of Tea – Promo Cards,293181,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120243398,5.53092,7.2875,1,0,354,thing,Alubari: A Nice Cup of Tea – Promo Cards,1,5,120,120,45,2019,,,,,,,,,,expansion,,,,,
Amazing Jungle Run,297262,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,101434708,0,6.32,1,0,81,thing,Amazing Jungle Run,1,4,35,35,25,2020,"2,3,4",4,8–10,,,,,,,standalone,,,,,
America,192297,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,123042586,5.81844,6.7754,1.1,4322,939,thing,America,2,6,45,45,45,2016,"3,4,5,6",5,12+,,,,,,,standalone,,,,,
American Psycho: A Killer Game,368267,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,126646990,5.50259,5.72826,2,22786,178,thing,American Psycho: A Killer Game,2,5,60,60,45,2022,,,,,,,,,,standalone,,,,,
Amerigo,137408,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109049339,6.93207,7.43716,2.9685,552,7878,thing,Amerigo,2,4,90,90,90,2013,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,
Among the Stars,110277,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35151380,6.66198,7.02054,2.2358,942,9733,thing,Among the Stars,2,4,30,30,30,2012,"2,3,4",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Among the Stars: Expanding the Alliance,153137,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,124264650,5.84902,7.35886,2.3529,0,2671,thing,Among the Stars: Expanding the Alliance,2,6,30,30,30,2014,"2,3,4",3,10+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Among the Stars: Revival,170318,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72293220,5.83589,7.14014,2.35,4167,2314,thing,Among the Stars: Revival,2,6,30,30,30,2015,"2,3,4",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Amun-Re,5404,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120221430,6.93418,7.28592,3.0285,547,10605,thing,Amun-Re,3,5,90,90,90,2003,"4,5",5,12+,No necessary in-game text,,,,,,standalone,,,,,
Amygdala,360879,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,129177823,5.61159,6.73583,2.8889,8275,580,thing,Amygdala,2,4,90,90,60,2023,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,
Amyitis,29934,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28691549,6.32736,6.90065,3.2156,1668,3854,thing,Amyitis,2,4,120,120,60,2007,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,
Anachronism,14038,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,101502909,5.60388,6.06805,1.7108,8609,1158,thing,Anachronism,2,4,5,5,5,2005,"2,4",2,14+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Anansi,317983,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113077762,5.77919,6.73957,1.8,4766,1456,thing,Anansi,3,5,35,35,25,2020,"4,5",4,,No necessary in-game text,,,,,,standalone,,,,,
Anarchy Pancakes,390151,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113943050,5.49812,5.57645,1,23783,826,thing,Anarchy Pancakes,2,6,5,5,5,2023,"2,3,4,5","3,4",5+,,,,,,,standalone,,,,,
The Ancient World: Citadel of Ivories Promo,175377,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35218245,0,7.26667,0,0,104,thing,The Ancient World: Citadel of Ivories Promo,2,4,0,0,0,2015,,,,No necessary in-game text,,,,,,expansion,,,,,
"...and then, we held hands.",153999,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,33386338,5.73429,6.00513,1.7742,5355,3828,thing,"...and then, we held hands.",2,2,45,45,30,2015,2,2,10+,No necessary in-game text,,,,,,standalone,,,,,
Andor: The Family Fantasy Game,295488,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115932138,6.19853,7.27848,1.875,2101,3799,thing,Andor: The Family Fantasy Game,2,4,45,45,30,2020,"2,3,4",4,5+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Android: Netrunner,124742,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22668305,7.659,7.88809,3.412,76,46436,thing,Android: Netrunner,2,2,45,45,45,2012,2,2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Animix,300099,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115915931,5.59816,6.409,1.4286,8885,714,thing,Animix,2,6,10,10,10,2020,"3,4,5,6",4,,No necessary in-game text,,,,,,standalone,,,,,
Ankh'or,271530,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115915643,6.00046,6.88045,1.697,3006,3138,thing,Ankh'or,2,4,30,30,30,2019,"2,3,4",2,8+,No necessary in-game text,,,,,,standalone,,,,,
Anno 1503,8166,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32610544,5.76087,6.21991,2.3333,4977,2558,thing,Anno 1503,2,4,90,90,90,2003,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,
Anno 1800: The Board Game,311193,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115916590,7.20302,7.71367,3.1228,288,12044,thing,Anno 1800: The Board Game,1,4,120,120,120,2020,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,
Antike II,166857,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,53414089,6.35269,7.44838,2.8621,1605,2367,thing,Antike II,3,6,120,120,90,2014,"4,5,6",5,12+,No necessary in-game text,,,,,,standalone,,,,,
Antiquity,13122,10,0,0,1,0,0,0,0,0,0,0,3,,,,,,117374077,7.08469,7.83798,4.3197,393,5951,thing,Antiquity,2,4,180,180,120,2017,"2,3,4","2,3",14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,Splotter Spellen,English; German,2017,English/German third edition
Apocalypse Chaos,178007,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120551895,5.66436,6.44395,2.8182,6669,1153,thing,Apocalypse Chaos,1,4,60,60,60,2015,"1,2,3",1,12+,No necessary in-game text,,,,,,standalone,,,,,
Apocalypso,394200,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,124264608,0,8.66667,1,0,13,thing,Apocalypso,2,20,40,40,20,2023,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",6+,,,,,,,standalone,,,,,
Apples to Apples,74,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115933487,5.63266,5.74569,1.1536,7523,30376,thing,Apples to Apples,4,10,30,30,20,1999,"4,5,6,7,8,9,10","6,7,8",8+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Arboretum,140934,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,56874122,7.08843,7.27545,2.126,388,40005,thing,Arboretum,2,4,30,30,30,2015,"2,3,4",2,10+,No necessary in-game text,,,,,,standalone,,,,,
Arcadia Quest: Haldor & Brenna,182073,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,119984032,5.60175,7.73119,1.5,0,1180,thing,Arcadia Quest: Haldor & Brenna,2,4,60,0,60,2015,,,,,,,,,,expansion,,,,,
Arcadia Quest: Inferno – Whole Lotta Lava,189273,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,118867192,5.77395,7.94768,0,0,3595,thing,Arcadia Quest: Inferno – Whole Lotta Lava,2,4,120,120,60,2017,,,,,,,,,,expansion,,,,,
Arcadia Quest: Riders,233917,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,119983949,5.73,7.67873,0,0,2825,thing,Arcadia Quest: Riders,2,4,60,60,60,2018,,,,,,,,,,expansion,,,,,
Arcadia Quest: Tiaret & Mittens,182072,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,119984037,5.59635,7.72188,1.8,0,1163,thing,Arcadia Quest: Tiaret & Mittens,2,4,60,0,60,2015,,,,,,,,,,expansion,,,,,
Archangelis: Complete Set,382425,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114760411,0,3,0,0,8,thing,Archangelis: Complete Set,2,4,60,60,30,2023,,,,,,,,,,standalone,,,,,
ArcheOlogic,386148,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126883714,5.81432,7.06266,2.4706,4372,1299,thing,ArcheOlogic,1,4,45,45,45,2023,"1,2,3,4",1,12+,No necessary in-game text,,,,,,standalone,,,,,
Architects of the West Kingdom,236457,0,0,0,1,0,0,0,0,0,0,0,2,,,,,,101467882,7.52817,7.72299,2.7587,117,41962,thing,Architects of the West Kingdom,1,5,80,80,60,2018,"1,2,3,4,5",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Architects of the West Kingdom: Age of Artisans,285235,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114759759,6.85081,8.05987,2.8676,0,11586,thing,Architects of the West Kingdom: Age of Artisans,1,6,80,80,60,2020,"1,2,3,4,5,6",4,10+,No necessary in-game text,,,,,,expansion,,,,,
Architects of the West Kingdom: Works of Wonder,327245,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114759848,6.30471,8.01859,3.2667,0,7102,thing,Architects of the West Kingdom: Works of Wonder,1,5,80,80,60,2022,"1,2,3,4,5",4,12+,No necessary in-game text,,,,,,expansion,,,,,
Arctic Scavengers: Base Game+HQ+Recon,174226,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52323701,6.44815,7.18469,2.2581,0,5925,thing,Arctic Scavengers: Base Game+HQ+Recon,1,5,60,60,45,2015,"2,3,4,5","3,4",12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Arena Maximus,7719,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28691617,5.60431,5.87663,1.8235,8593,1599,thing,Arena Maximus,2,5,60,60,45,2003,"3,4,5","4,5",6+,No necessary in-game text,,,,,,standalone,,,,,
ARGH,214204,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,119983506,5.66986,6.7572,1.0833,6528,797,thing,ARGH,2,4,15,15,5,2017,"2,3,4","3,4",6+,No necessary in-game text,,,,,,standalone,,,,,
Aristeia!,230889,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109049003,6.28366,8.13827,2.9778,1800,2080,thing,Aristeia!,2,2,90,90,60,2017,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Aristeia!: Human Fate,261602,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,121431625,5.6058,8.60407,0,0,459,thing,Aristeia!: Human Fate,2,2,90,90,60,2018,,,,,,,,,,expansion,,,,,
Aristeia!: Legendary Bahadurs,263780,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109049010,5.59164,8.52027,0,0,397,thing,Aristeia!: Legendary Bahadurs,2,2,90,90,60,2018,,,,,,,,,,expansion,,,,,
Aristeia!: Soldiers of Fortune,239933,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109049015,5.65433,8.57598,3,0,535,thing,Aristeia!: Soldiers of Fortune,2,2,90,90,60,2018,,,,,,,,,,expansion,,,,,
Ark Nova,342942,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96990561,8.34327,8.53558,3.7779,3,73730,thing,Ark Nova,1,4,150,150,90,2021,"1,2,3",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Ark Nova: Marine Worlds,368966,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,111308194,7.84263,8.92245,3.8058,0,20946,thing,Ark Nova: Marine Worlds,1,4,150,150,90,2023,"1,2,3,4",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Ark Nova: Zoo Map Pack 1,368158,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96990575,6.66969,8.16429,3.0667,0,10387,thing,Ark Nova: Zoo Map Pack 1,1,4,150,150,90,2022,"1,2,3,4",2,12+,,,,,,,expansion,,,,,
Arkham Horror (Third Edition),257499,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115916627,7.14843,7.68971,3.3596,331,19604,thing,Arkham Horror (Third Edition),1,6,180,180,120,2018,"1,2,3,4",3,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Arkham Horror: The Card Game,205637,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,101467541,7.89891,8.12947,3.5541,28,79417,thing,Arkham Horror: The Card Game,1,2,120,120,60,2016,"1,2",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Arkham Horror: The Card Game – A Phantom of Truth: Mythos Pack,235542,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,118867003,6.16941,8.38168,3.6667,0,7244,thing,Arkham Horror: The Card Game – A Phantom of Truth: Mythos Pack,1,4,120,120,60,2017,"1,2,3",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – Black Stars Rise: Mythos Pack,239330,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120551719,6.1901,8.51533,3.7692,0,6857,thing,Arkham Horror: The Card Game – Black Stars Rise: Mythos Pack,1,2,120,120,60,2018,2,2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – Dim Carcosa: Mythos Pack,242088,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,126234721,6.16855,8.51208,3.9,0,6873,thing,Arkham Horror: The Card Game – Dim Carcosa: Mythos Pack,1,2,120,120,60,2018,"1,2",2,12+,,,,,,,expansion,,,,,
Arkham Horror: The Card Game – Harvey Walters: Investigator Starter Deck,305512,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120221843,6.03282,8.32714,3.5,0,6394,thing,Arkham Horror: The Card Game – Harvey Walters: Investigator Starter Deck,1,2,120,120,60,2020,2,2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – Jacqueline Fine: Investigator Starter Deck,305517,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113964245,6.09255,8.56882,3.3333,0,6650,thing,Arkham Horror: The Card Game – Jacqueline Fine: Investigator Starter Deck,1,2,120,120,60,2020,"1,2",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – Lost in Time and Space: Mythos Pack,224363,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,118866992,6.43174,8.28014,3.4167,0,10591,thing,Arkham Horror: The Card Game – Lost in Time and Space: Mythos Pack,1,4,120,120,60,2017,"1,2,3,4",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – Nathaniel Cho: Investigator Starter Deck,305509,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113964241,6.1063,8.4915,3.1667,0,6619,thing,Arkham Horror: The Card Game – Nathaniel Cho: Investigator Starter Deck,1,2,120,120,60,2020,"1,2","1,2",12+,Unplayable in another language,,,,,,expansion,,,,,
Arkham Horror: The Card Game – Stella Clark: Investigator Starter Deck,305518,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113964248,6.12403,8.58959,3.25,0,6747,thing,Arkham Horror: The Card Game – Stella Clark: Investigator Starter Deck,1,2,120,120,60,2020,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – The Dunwich Legacy: Expansion,208545,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,124264676,7.31312,8.42177,3.4426,0,20217,thing,Arkham Horror: The Card Game – The Dunwich Legacy: Expansion,1,2,120,120,60,2017,"1,2",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – The Essex County Express: Mythos Pack,212734,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,127616655,6.68082,8.33661,3.7419,0,12008,thing,Arkham Horror: The Card Game – The Essex County Express: Mythos Pack,1,4,120,120,60,2017,"1,2,3",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – The Lair of Dagon: Mythos Pack,327294,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120221865,5.77469,8.40275,3.75,0,3559,thing,Arkham Horror: The Card Game – The Lair of Dagon: Mythos Pack,1,2,120,120,60,2021,2,2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – The Miskatonic Museum: Mythos Pack,210025,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126208228,6.59261,8.06017,3.3667,0,12663,thing,Arkham Horror: The Card Game – The Miskatonic Museum: Mythos Pack,1,4,120,120,60,2017,"1,2,3,4",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – The Pallid Mask: Mythos Pack,237234,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,123101590,6.2011,8.57169,3.6923,0,6990,thing,Arkham Horror: The Card Game – The Pallid Mask: Mythos Pack,1,4,120,120,60,2018,"1,2,3,4",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Horror: The Card Game – The Path to Carcosa: Investigator Expansion,358213,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114759861,6.01409,8.81798,4,0,3946,thing,Arkham Horror: The Card Game – The Path to Carcosa: Investigator Expansion,0,0,0,0,0,2022,,,12+,,,,,,,expansion,,,,,
Arkham Horror: The Card Game – Winifred Habbamock: Investigator Starter Deck,305513,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113964249,6.05118,8.45341,3.4,0,6524,thing,Arkham Horror: The Card Game – Winifred Habbamock: Investigator Starter Deck,1,2,120,120,60,2020,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Arkham Noir: Case #3 – Infinite Gulfs of Darkness,337070,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114759496,5.64987,7.14206,3,7012,1451,thing,Arkham Noir: Case #3 – Infinite Gulfs of Darkness,1,1,30,30,30,2021,1,1,14+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Armageddon,207208,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,129178466,5.74268,6.5462,2.963,5222,1781,thing,Armageddon,3,4,90,90,90,2016,"3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,
Arraial,246150,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525272,5.87209,6.62819,1.5806,3858,1923,thing,Arraial,1,4,30,30,30,2018,"2,3,4",2,8+,No necessary in-game text,,,,,,standalone,,,,,
Arrakis: Dawn of the Fremen,358263,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96990741,5.53541,6.54843,2.7778,14443,516,thing,Arrakis: Dawn of the Fremen,2,4,90,90,60,2022,"2,3,4",4,10+,,,,,,,standalone,,,,,
The Arrival,204675,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104445897,5.72418,6.56257,2.625,5512,1310,thing,The Arrival,2,4,90,90,75,2016,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,
Ars Victor,128204,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,123230954,5.60876,7.29055,2.3684,8401,486,thing,Ars Victor,2,2,60,60,60,2013,2,2,10+,No necessary in-game text,,,,,,standalone,,,,,
ARTBOX,280304,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113954955,5.69653,6.89838,1.1667,5984,614,thing,ARTBOX,3,8,40,40,25,2019,"4,5,6,7,8","5,6,7",6+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Article 27: The UN Security Council Game,113293,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,27952782,5.77778,6.44022,2.1071,4786,1176,thing,Article 27: The UN Security Council Game,3,6,30,30,30,2012,"4,5,6",6,10+,No necessary in-game text,,,,,,standalone,,,,,
Asara,72991,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35218012,6.35801,6.99708,2.34,1590,4056,thing,Asara,2,4,45,45,45,2010,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,
Ascension: Darkness Unleashed,144864,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28762075,6.07672,7.37776,2.3103,2617,2438,thing,Ascension: Darkness Unleashed,1,2,30,30,30,2013,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Ascension: Deckbuilding Game,69789,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32152112,6.76157,7.03854,2.1402,773,15092,thing,Ascension: Deckbuilding Game,1,4,30,30,30,2010,"2,3,4",2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
